proc_kp_0,proc_kp_1,proc_kp_2,proc_kp_3,proc_kp_4,proc_kp_5,proc_kp_6,proc_kp_7,proc_kp_8,proc_kp_9,proc_kp_10,proc_kp_11,proc_kp_12,proc_kp_13,proc_kp_14,proc_kp_15,proc_kp_16,proc_kp_17,proc_kp_18,proc_kp_19,proc_kp_20,proc_kp_21,proc_kp_22,proc_kp_23,proc_kp_24,proc_kp_25,proc_kp_26,proc_kp_27,proc_kp_28,proc_kp_29,proc_kp_30,proc_kp_31,proc_kp_32,proc_kp_33,proc_kp_34,proc_kp_35,proc_kp_36,proc_kp_37,proc_kp_38,proc_kp_39,proc_kp_40,proc_kp_41,proc_kp_42,proc_kp_43,proc_kp_44,proc_kp_45,proc_kp_46,proc_kp_47,proc_kp_48,proc_kp_49,proc_kp_50,proc_kp_51,proc_kp_52,proc_kp_53,proc_kp_54,proc_kp_55,proc_kp_56,proc_kp_57,proc_kp_58,proc_kp_59,proc_kp_60,proc_kp_61,proc_kp_62,label
-0.003100306581517803,1.0,0.11416296231008177,0.2043430285987599,0.7370679625669206,-0.09014335207990863,0.23976470883948284,0.3710838352639011,-0.12389147470942224,0.006708958262918321,0.0707204765503058,-0.14004407468914243,-0.19763487733957205,-0.13683456139633057,-0.13520607051242098,0.32687793703023227,0.0993428813606091,0.12320415268993574,0.22907997944811284,-0.27880393541581805,0.05923739709012365,0.12142581630456854,-0.516129912606988,-0.0031565376610211923,0.02205124243436204,-0.7237372040451721,-0.05041207016756458,0.13011025244935678,0.08133028909536422,0.16260712278774633,0.16330500589585875,-0.33201856840647737,0.08221138524310713,0.17198594502448167,-0.5659248672897976,0.014267538727492493,0.17658963230554678,-0.76501130896439,-0.018811056619555528,-0.059795613911987906,0.1437096599510608,0.16417649285483693,-0.20626046946234716,-0.15722566265650229,-0.035624701936282546,-0.1606051749155847,0.06752245526709075,-0.10117860690412209,-0.09146580281101784,0.24858618350465198,-0.07626539298997322,-0.2445857491252868,0.2510427028601905,0.15181787800699212,-0.3449622853771777,-0.008130714698243427,-0.021343963921955995,-0.2833966432830344,0.13409945602680629,-0.048697473054145506,-0.20043558378615436,0.27931083303281923,-0.026910154464801286,R
0.04739211088623173,1.0,0.06900441125758536,0.2843241983388189,0.7102237404036421,-0.09425171436225901,0.3237182319657483,0.3283889358860221,-0.09768576052292996,0.08964104225585509,0.05679288874133255,-0.09477058005186527,-0.14889734074448335,-0.10967089429783744,-0.07424039283390696,0.29482947299274165,0.06752965992783935,0.13204022558479034,0.19127114105688353,-0.31116677893585104,0.08612261886395026,0.0879246298052949,-0.5400154511949065,0.045254805891595626,-0.008234226209221807,-0.7482535366489249,0.014197940173945633,0.10067566507719308,0.06993079189974721,0.1518646944019066,0.11745088626369422,-0.35209044014985763,0.07619780346779119,0.130873885679412,-0.5873357306959857,0.015238143755651119,0.1422971404288395,-0.7949855761331508,-0.009760899308335305,-0.0874501413922937,0.14980930823675107,0.1365134957752356,-0.20132994841971516,-0.12241433062142101,-0.07299289316494746,-0.1265431345400099,0.1238766758536293,-0.12492227405759547,-0.0554420141361439,0.3049414309927856,-0.08481441422336336,-0.27435014251178164,0.27005031702427895,0.11143877702395992,-0.37692644607348336,0.02957135259809961,-0.06375021430498419,-0.3036002586162486,0.16289116915134558,-0.07729243918432546,-0.227624752107331,0.2919264679624607,-0.043391334181899326,R
-0.03180480988134508,1.0,0.2960957086867294,0.2411663094657542,0.8504275555474007,0.1232430832465517,0.3631723857075661,0.48434903735588253,0.05760107509171686,0.2556586649185352,0.18386839205616365,0.0012949494356464225,0.009455555098149444,0.06891163596535832,-0.048641084382098874,0.17410095283018368,0.07276590779338596,0.15457856991538885,0.15465385943124516,-0.3336190522682961,0.04005724385836167,0.125588909260605,-0.576001298839487,-0.03774240650796437,0.07839897994358633,-0.7997548521758705,-0.09459229254015356,-0.023776262648017,0.061267049017848026,0.15121333403783413,-0.031115955057199773,-0.40615674145117336,0.019568635263877025,0.00945907565091339,-0.6866275916685165,-0.05703063496342984,0.021312190048323323,-0.9141817100670652,-0.09757299054120264,-0.2100637450824604,0.148493584504644,0.12985710171726625,-0.2697875023427677,-0.24678271137950403,-0.1016000628340606,-0.08996727533569188,-0.038591963234476265,-0.13070718629301886,0.03081137485394031,0.1724348101964572,-0.08759614740485244,-0.3650925329052302,0.3082512814827341,0.09803086466210496,-0.28692320616247763,0.052799092792670026,-0.13203755184111932,-0.12263221074201387,0.20460386107700765,-0.15798138529682343,-0.032614757051600246,0.3935437132948376,-0.12603882331075347,R
-0.044504507305081695,0.9837070391103194,0.3357073205886565,0.24236681705893848,0.8127082724687091,0.14086030317045442,0.3796871556305842,0.42685347018567094,0.053562821035058085,0.18523121308295248,0.15071768847952555,-0.024174854109018967,-0.08777930939029727,0.014227770556257477,-0.09503696979684347,0.17828879803371242,-0.02500971364076735,0.1757570047957738,0.21086742898211977,-0.4384523723323115,0.021922936698551103,0.21742264249145915,-0.7048577793407524,-0.06589169470850138,0.22559686505642068,-0.933242202541593,-0.10756073220198296,-0.0519009975807399,-0.0022328544590574048,0.17094193652474982,-0.000554020439209518,-0.4723112290824578,-0.006759759204318968,0.06586559085180106,-0.7615368835573134,-0.09445030518330422,0.11286679160737308,-1.0,-0.11557005033541859,-0.26077784533078535,0.11607321066103865,0.14573294505362624,-0.20360453443848378,-0.08892235780269003,-0.1430125433246927,-0.0714272455543938,0.2025403083351171,-0.16713172530276493,-0.003543795320199756,0.43071911666215246,-0.08678063879318709,-0.4543756479422297,0.3043883539082042,0.11209969652782675,-0.34833793695917786,0.12186806166978052,-0.12388873164311691,-0.1852944611707161,0.33484642315210866,-0.10473578937839906,-0.1060930013640453,0.5279156775680586,-0.02159117041314701,R
-0.0006720551125881166,1.0,0.20933762605124703,0.2389661143558624,0.7767334271912079,0.03688640638874501,0.29677958597155896,0.33725864038742037,-0.005059793549080631,0.04947165094381033,0.042052635344224334,-0.03459053395698464,-0.22067338726072003,-0.1333448288212758,-0.0517561377865844,0.2620466162986303,0.012175453936069948,0.15561418485553136,0.19356139254320517,-0.3822633721671845,0.07083574158175947,0.12693681713220775,-0.6252425063568243,0.018712529161875033,0.05790030030681896,-0.84704303807513,-0.01890557172050043,0.05308942613219575,0.03638229992925665,0.15915697199934678,0.08731273042847144,-0.42676926444401425,0.045838345981973734,0.13306882283663954,-0.6780538765817515,-0.011328441472138837,0.1487983397136204,-0.895153885169338,-0.029718450641210474,-0.14516184706069105,0.15036672940649823,0.1371860141148165,-0.2188324572973342,-0.16004420141804257,-0.12451764849727406,-0.11087363642681905,0.11597102620930742,-0.1558339978550852,-0.045409432966857906,0.32163921780459026,-0.09636031386891998,-0.3181263505653419,0.3316506780458179,0.10882099461113941,-0.29830663895417964,0.12731621583489824,-0.14451715340224214,-0.17570424996260686,0.3540536345066732,-0.15887617433020876,-0.11417174105588253,0.542315014437597,-0.11092459766620491,R
0.012034393746703995,1.0,0.25030084037280315,0.2672721491382413,0.7935426803035684,0.023058783416659415,0.3819707498361701,0.4883931664364462,-0.058695796869119535,0.21261241622776697,0.2230235895710357,-0.1302856883510498,0.03478551969958319,-0.018943169336389173,-0.1856304013253565,0.3072777313833284,-0.006442813289675535,0.17638302654605292,0.19381573662836066,-0.3515180045976228,0.05728602651730635,0.06813833699470064,-0.5769971106040356,-0.036450521507333425,-0.06357917921185297,-0.7741266719559189,-0.10024902140770926,0.08517791869954157,-0.012280172263211566,0.19456988506558537,0.1023922542981183,-0.4221524379167106,0.0417012575144959,0.0879214740512735,-0.6671074143587575,-0.05483835373632204,0.065695013679202,-0.853257520438059,-0.09343792781441657,-0.13372004721935726,0.07942873245125258,0.1780622307197828,-0.20079962552288272,-0.19170348196163586,-0.0772935895736713,-0.13899901499545939,0.09564940771645716,-0.10755586810208718,-0.08887379558110864,0.31908235834768,-0.04703659539835953,-0.33391705774412417,0.23681676092175394,0.1446618626613034,-0.3724667165632799,0.02111148671013606,-0.07743455053418084,-0.2784559880266271,0.2204764640582564,-0.07783700282759358,-0.20828226951829726,0.3970041502054306,-0.01927859536678965,R
0.05347221487420716,1.0,0.0739378374316486,0.30186039659727454,0.7291307994605696,-0.1128554399312954,0.3159132474535717,0.3252218055245843,-0.11393568219261696,0.08085534379905512,0.05322378782226087,-0.1002651769951053,-0.17333005129875478,-0.11901645818736196,-0.06878101820178023,0.30448310325219885,0.04207867046156344,0.13657673879337884,0.21256005416675378,-0.3262647743518075,0.103256287311359,0.1131324701139627,-0.5753492977397128,0.0648078932034078,0.01675398367533211,-0.7936878690065047,0.029214945698267863,0.08991630379629409,0.04883027755305513,0.16261749169353623,0.10176127833314703,-0.36157808553738197,0.10149925841690387,0.12012860805999016,-0.6101821669795425,0.04299513949680111,0.11801429842638436,-0.810906860341744,0.017331913216177098,-0.11866527003536192,0.14654668647199073,0.1500242371924268,-0.22107454853339667,-0.1450482786465032,-0.07126531850006967,-0.12005558715549697,0.12440653704146383,-0.13533304464532114,-0.053857427348769416,0.323890102795072,-0.10015357641226734,-0.3189958711985579,0.29623398089521286,0.12681795402496487,-0.3734855529559381,0.05039934490249418,-0.08715678177548633,-0.2645866405655618,0.2210641009939246,-0.12193573524078133,-0.1848003534563328,0.38100769686836616,-0.09739792258414846,R
0.08889942556876237,1.0,0.10910050845235092,0.29413171596422993,0.7410887803263024,-0.10467830427335321,0.3187918419677811,0.3663699903344823,-0.12613341803098635,0.0848105354370105,0.10215677655880924,-0.12991464293579852,-0.14995098263468223,-0.07465753308846813,-0.1123936234102754,0.3228970828352527,0.059249564548081474,0.12066065001415517,0.20187175150859618,-0.32033377035399896,0.06716534820951543,0.08089078160426126,-0.5499295616232495,0.0208290887184637,-0.03935299795723381,-0.74941716509769,-0.012923696496360867,0.11915002894180339,0.06599350590914503,0.16558358441002988,0.13268776800563334,-0.36216371012115856,0.08060868313438765,0.12477374387242846,-0.6182461184929161,0.004624512828417523,0.11526887356714666,-0.8226854735935895,-0.030223101567510357,-0.06983874367306413,0.1560943691152287,0.17230958351908948,-0.2034656004211712,-0.10795185272022464,-0.03946428275370527,-0.1507634265685601,0.10744784783323423,-0.12619542015485805,-0.0795619365069317,0.2961514877411857,-0.10974942799730222,-0.24899067243856945,0.28241566353478376,0.1660826629757502,-0.3712804383238157,0.041681101084486305,-0.012704930018495804,-0.3206838907736056,0.1324717106953378,-0.05666683149435915,-0.2502848599752721,0.25426438741021895,-0.04591694312915486,R
0.1080758278778787,1.0,0.09145923286066897,0.3211927876950825,0.7136345002259566,-0.07971167445863453,0.3395028896801331,0.32812465341673214,-0.09327477838758544,0.09966918903947342,0.05497588032200622,-0.10123810567148292,-0.14109802711761402,-0.1106006436753031,-0.09062289110145917,0.31405087741138626,0.06171532243803446,0.13806280623570683,0.19561858671846652,-0.30703350489965475,0.08672921375174131,0.06579720675750618,-0.5369777067992879,0.038635646658807435,-0.06522231253996173,-0.7410237353370498,0.0011019572624382447,0.10793891671252757,0.07092383144156832,0.15772795548483878,0.10418032528515683,-0.35362442779334335,0.07833996272298743,0.10058664049024894,-0.6055419052216587,0.011770021608619627,0.08659623908053689,-0.8072106686744855,-0.020784240698748537,-0.07724356611773461,0.16361469006050527,0.14231861715574398,-0.22345555885799262,-0.09890780358910033,-0.05868691201804706,-0.13206302335429873,0.10786878283016542,-0.1251017251249785,-0.040773804455421926,0.2936030429860248,-0.10041807178066876,-0.2617427595828486,0.296838652425399,0.11570068949961293,-0.38072322818416543,0.05931464447733033,-0.051400591783166166,-0.30673220844599863,0.14588236119194137,-0.07926879616730821,-0.21415499809236047,0.26442403417421906,-0.06133831604908628,R
0.11771660977297181,1.0,0.15015573259131937,0.3832897901356347,0.7447648515724525,-0.055661259786850034,0.4573962960560643,0.41284487852947666,-0.11415306720697518,0.27470689364674666,0.15215944902178996,-0.1677269716754471,0.07300618056002303,-0.06721681369108475,-0.20417728199552335,0.25468272406427833,-0.016468617430907793,0.16755766796086363,0.13013199208771373,-0.3211024985777786,0.07500152725120365,-0.0143357387918018,-0.5291967800720802,-0.008194098182812694,-0.16715656028709425,-0.6860231139887859,-0.06272299005136352,0.04588743114558568,-0.0013061176362569925,0.18776587579697282,0.006041782913744937,-0.40239407371800945,0.08761700232166592,-0.0003071696581350733,-0.6314021936846582,0.02517042140900327,-0.019875450130142386,-0.8073958364891578,0.003542762663292216,-0.14570845711160615,0.10633415348121167,0.1655249809950238,-0.22528490420594688,-0.20671802094933273,-0.058225958736752674,-0.10292696773876688,0.06541461399933328,-0.08225142077101166,-0.023054493912615253,0.28608281627498827,-0.020752396802111803,-0.3195418147217168,0.2832894942649354,0.12614180006158543,-0.36350886732504206,0.0385196719150061,-0.08099027871202723,-0.22910809739075694,0.2065480062142587,-0.09034841715183924,-0.13205117910913963,0.3732661309645996,-0.043273629978215385,R
