kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,kp_51,kp_52,kp_53,kp_54,kp_55,kp_56,kp_57,kp_58,kp_59,kp_60,kp_61,kp_62,label
0.47744235396385193,0.8611032962799072,9.63101797424315e-07,0.5693719387054443,0.7445836067199707,-0.09053843468427658,0.5850692391395569,0.5823958516120911,-0.10549408942461014,0.48178938031196594,0.4492882788181305,-0.11265219748020172,0.3912333548069,0.3573091924190521,-0.11050821095705032,0.6236739158630371,0.4619724452495575,0.0040076132863759995,0.5803342461585999,0.29439473152160645,-0.024339584633708,0.532626748085022,0.18922249972820282,-0.051989778876304626,0.4885883927345276,0.09722025692462921,-0.07293131202459335,0.5364753007888794,0.45399007201194763,0.021469242870807648,0.5511857271194458,0.27081239223480225,-0.014158543199300766,0.5550327301025391,0.16715560853481293,-0.04426820948719978,0.5570728778839111,0.07892942428588867,-0.05892715975642204,0.4523175358772278,0.4816338121891022,0.022164717316627502,0.38741087913513184,0.34827277064323425,-0.06637821346521378,0.40764325857162476,0.44787105917930603,-0.09542876482009888,0.43828272819519043,0.5281103849411011,-0.08438834547996521,0.37042683362960815,0.5291990041732788,0.01668793335556984,0.3259444534778595,0.4143449664115906,-0.0600496307015419,0.3532275855541229,0.47737500071525574,-0.07217147946357727,0.38999220728874207,0.5417261719703674,-0.06251631677150726,R
0.5074408054351807,0.845689594745636,1.1240502999498858e-06,0.6115139126777649,0.7184045314788818,-0.07170960307121277,0.6288178563117981,0.5506824851036072,-0.07321801781654358,0.5259987711906433,0.4313831329345703,-0.07193751633167267,0.4212200939655304,0.35826343297958374,-0.06291957199573517,0.6161283850669861,0.4360992908477783,0.02768978849053383,0.5706400871276855,0.2697557806968689,0.007520346436649561,0.5252448320388794,0.16923333704471588,-0.010430959053337574,0.4830067753791809,0.07776415348052979,-0.02407277747988701,0.5308457612991333,0.43715399503707886,0.036397743970155716,0.5382143259048462,0.2517799437046051,0.0031608424615114927,0.5441104173660278,0.14844776690006256,-0.023615865036845207,0.5491281151771545,0.05723696947097778,-0.0345967672765255,0.4482109546661377,0.4722408652305603,0.02965468540787697,0.39818891882896423,0.35266584157943726,-0.06237160414457321,0.4310392439365387,0.4608498811721802,-0.08518173545598984,0.4622706174850464,0.5403831005096436,-0.06756424158811569,0.3661145865917206,0.5250570774078369,0.018640542402863503,0.32105764746665955,0.41942599415779114,-0.05831173062324524,0.3532663881778717,0.4779871106147766,-0.06426019221544266,0.3866388499736786,0.5346662402153015,-0.04936903342604637,R
0.4954223930835724,0.8233593106269836,1.2418438473105198e-06,0.606339156627655,0.762583315372467,-0.07023422420024872,0.6559140682220459,0.6138340830802917,-0.0969066396355629,0.6122278571128845,0.49173933267593384,-0.11978559195995331,0.5121877789497375,0.44502878189086914,-0.1400761753320694,0.5790883898735046,0.44659489393234253,-0.05750162899494171,0.5711864233016968,0.28146788477897644,-0.10403525084257126,0.5593764185905457,0.18298034369945526,-0.1356476992368698,0.5402016639709473,0.09206222742795944,-0.158747598528862,0.4986846446990967,0.44192254543304443,-0.05886903032660484,0.4957022964954376,0.2519935369491577,-0.11236041784286499,0.5121892094612122,0.13802939653396606,-0.14348511397838593,0.5170055031776428,0.04556699097156525,-0.15995875000953674,0.42299017310142517,0.4773654341697693,-0.06754674017429352,0.3987225294113159,0.31675222516059875,-0.16159507632255554,0.47178915143013,0.40134668350219727,-0.1734222173690796,0.5208653211593628,0.4870935082435608,-0.1559048444032669,0.35999709367752075,0.5422800183296204,-0.0804787427186966,0.3917597532272339,0.43848174810409546,-0.1739627867937088,0.45851635932922363,0.500164806842804,-0.18450458347797394,0.49509328603744507,0.5769370198249817,-0.17152531445026398,R
0.49487799406051636,0.8745076656341553,1.811032689147396e-06,0.6130062937736511,0.8040935397148132,-0.08023258298635483,0.6695522665977478,0.6452056765556335,-0.11618006974458694,0.5894789099693298,0.5314980745315552,-0.14819100499153137,0.4770582318305969,0.4752940535545349,-0.17737071216106415,0.5866201519966125,0.4591367840766907,-0.06586276739835739,0.6000354290008545,0.28888875246047974,-0.1292087882757187,0.6027347445487976,0.17918793857097626,-0.16536922752857208,0.6061007380485535,0.08514346182346344,-0.18252776563167572,0.49183225631713867,0.46851587295532227,-0.06784552335739136,0.5129759907722473,0.27494630217552185,-0.1410197913646698,0.5403263568878174,0.15584853291511536,-0.1771291345357895,0.5596805810928345,0.05765383690595627,-0.18582585453987122,0.4058206379413605,0.5172321200370789,-0.07822611927986145,0.42936354875564575,0.432818740606308,-0.19712616503238678,0.483791708946228,0.5528376698493958,-0.20705799758434296,0.5117448568344116,0.6467974781990051,-0.17397090792655945,0.3261006474494934,0.5947768092155457,-0.09207566827535629,0.3697650134563446,0.5196183323860168,-0.18925133347511292,0.43690329790115356,0.6073188781738281,-0.181364506483078,0.4695169925689697,0.6868212223052979,-0.14712709188461304,R
0.5040053129196167,0.9002514481544495,1.3753747225564439e-06,0.608315646648407,0.8030673861503601,-0.07506364583969116,0.6334808468818665,0.6117716431617737,-0.09332209825515747,0.5258319973945618,0.48327359557151794,-0.10617631673812866,0.4082425534725189,0.40692612528800964,-0.11364820599555969,0.6183621883392334,0.470268577337265,-0.023383505642414093,0.5885517597198486,0.2985762059688568,-0.06028608977794647,0.5595512390136719,0.19281160831451416,-0.08297441899776459,0.5295008420944214,0.09626568853855133,-0.09934892505407333,0.5274067521095276,0.4808053970336914,-0.021841391921043396,0.5423035621643066,0.2792035639286041,-0.07116702198982239,0.5622203946113586,0.16982373595237732,-0.09605073183774948,0.5690671801567078,0.07532387226819992,-0.10405558347702026,0.44111141562461853,0.5304208397865295,-0.03140496835112572,0.4090438783168793,0.3953043520450592,-0.14532002806663513,0.4560364782810211,0.5154489874839783,-0.15895149111747742,0.4845319092273712,0.604972779750824,-0.13306362926959991,0.365822970867157,0.6093305945396423,-0.04375176876783371,0.374450147151947,0.5203873515129089,-0.15402546525001526,0.42781683802604675,0.6190822124481201,-0.16027569770812988,0.45460087060928345,0.7010291218757629,-0.13940320909023285,R
0.4869958758354187,0.8872812390327454,1.272504619009851e-06,0.599994421005249,0.7958787083625793,-0.10060305148363113,0.6507736444473267,0.6607832908630371,-0.13679733872413635,0.5757955312728882,0.5432991981506348,-0.16849152743816376,0.49706822633743286,0.43617597222328186,-0.1929936707019806,0.6177056431770325,0.44171011447906494,-0.03272353112697601,0.5674738883972168,0.28893885016441345,-0.08545000851154327,0.5118341445922852,0.1891150176525116,-0.12694893777370453,0.4535203278064728,0.10184206068515778,-0.1551937311887741,0.5193778872489929,0.43912580609321594,-0.02467186748981476,0.5269989967346191,0.2576676607131958,-0.09234967827796936,0.5205925107002258,0.1492214947938919,-0.13508957624435425,0.5107524394989014,0.06680934876203537,-0.1521783322095871,0.4224676489830017,0.4797270596027374,-0.03198011592030525,0.39277026057243347,0.3596917390823364,-0.1450309306383133,0.42013055086135864,0.4869082570075989,-0.1584286093711853,0.44232192635536194,0.5858262181282043,-0.13163559138774872,0.3338366746902466,0.5494056940078735,-0.046767085790634155,0.3167700171470642,0.45390892028808594,-0.14509333670139313,0.35839033126831055,0.5421715378761292,-0.14527150988578796,0.3894575536251068,0.620323657989502,-0.11934660375118256,R
0.5045520663261414,0.8568774461746216,1.3474984825734282e-06,0.6140474677085876,0.737471878528595,-0.08234155923128128,0.6202422976493835,0.5594192147254944,-0.08281775563955307,0.5166231989860535,0.4395160377025604,-0.07679147273302078,0.4045722484588623,0.36358845233917236,-0.06291250884532928,0.6152036190032959,0.4346030056476593,0.027614060789346695,0.5746817588806152,0.272228479385376,0.012925615534186363,0.5308517217636108,0.16242611408233643,-0.004023348446935415,0.4883657991886139,0.06617729365825653,-0.019713563844561577,0.5206174850463867,0.43757927417755127,0.039093442261219025,0.5258390307426453,0.2566615343093872,0.012151075527071953,0.5339357852935791,0.1470709592103958,-0.013638927601277828,0.5330037474632263,0.05858675390481949,-0.024951886385679245,0.4286697804927826,0.4806549847126007,0.03354203701019287,0.3835253417491913,0.3521130084991455,-0.06400764733552933,0.42805689573287964,0.47089508175849915,-0.09225022047758102,0.4572386145591736,0.5588321685791016,-0.0767422765493393,0.34035930037498474,0.5466406941413879,0.0233121570199728,0.3163389563560486,0.4382709562778473,-0.07101298123598099,0.36434417963027954,0.5135040283203125,-0.08634436875581741,0.39951586723327637,0.5840109586715698,-0.07552751898765564,R
0.520831823348999,0.8715308308601379,1.2797743238479597e-06,0.6121060848236084,0.7563835978507996,-0.09507393091917038,0.6230733394622803,0.5897325277328491,-0.10461580008268356,0.5190133452415466,0.4722273051738739,-0.10629744827747345,0.41460636258125305,0.3935915529727936,-0.09850521385669708,0.6248990893363953,0.453144907951355,0.005142495036125183,0.5710747241973877,0.2843303978443146,-0.01864881068468094,0.5172700881958008,0.18222080171108246,-0.03925622999668121,0.4637933075428009,0.09350141137838364,-0.05426732078194618,0.5342853665351868,0.45614418387413025,0.025121357291936874,0.5403060913085938,0.26572710275650024,-0.012670070864260197,0.5367864370346069,0.15183794498443604,-0.04646299406886101,0.5325592756271362,0.06091633066534996,-0.06196099519729614,0.45023518800735474,0.4962153136730194,0.028112653642892838,0.3908064663410187,0.3787843585014343,-0.06607088446617126,0.41424503922462463,0.47458043694496155,-0.10464337468147278,0.4459109306335449,0.5585038065910339,-0.09732924401760101,0.37055981159210205,0.5523949861526489,0.025343315675854683,0.31617310643196106,0.4453315734863281,-0.05417002737522125,0.33867523074150085,0.48570945858955383,-0.07372148334980011,0.3699842393398285,0.5398750901222229,-0.06894061714410782,R
0.5268115997314453,0.8687015771865845,1.1574344398468384e-06,0.6220977306365967,0.7406654953956604,-0.0765305906534195,0.630284309387207,0.568301260471344,-0.08259475231170654,0.5230529308319092,0.4461744725704193,-0.08615521341562271,0.41540417075157166,0.37214401364326477,-0.08140907436609268,0.6189045310020447,0.4491877257823944,0.020837951451539993,0.5659525990486145,0.2843174636363983,-0.0021136682480573654,0.5079085230827332,0.18150775134563446,-0.023616649210453033,0.449328750371933,0.090277299284935,-0.04039823263883591,0.526750385761261,0.4533049166202545,0.029630381613969803,0.5250698924064636,0.2634863257408142,-0.0058645629324018955,0.5234631299972534,0.15085220336914062,-0.035628464072942734,0.5172079205513,0.06068464368581772,-0.05018370971083641,0.4439539611339569,0.49474766850471497,0.02274075523018837,0.37858152389526367,0.37737196683883667,-0.06713026762008667,0.4194437861442566,0.46982327103614807,-0.09682480990886688,0.4602598547935486,0.5528663992881775,-0.08578857034444809,0.3614630401134491,0.554313063621521,0.010839687660336494,0.3082660138607025,0.4481143653392792,-0.06387250125408173,0.34134793281555176,0.48681941628456116,-0.07633257657289505,0.3827398717403412,0.5398202538490295,-0.06831572949886322,R
0.5170780420303345,0.8612367510795593,1.2688853985309834e-06,0.6366433501243591,0.7463257908821106,-0.09266084432601929,0.6700072884559631,0.5968900918960571,-0.11899479478597641,0.5877575874328613,0.4795253276824951,-0.1431146264076233,0.4969486892223358,0.3807586133480072,-0.15952514111995697,0.5787423849105835,0.40360626578330994,0.007835899479687214,0.522667646408081,0.26645520329475403,-0.03383436053991318,0.45762595534324646,0.17276781797409058,-0.07129036635160446,0.38882356882095337,0.10216208547353745,-0.09584014862775803,0.48473939299583435,0.4104326665401459,0.01693395897746086,0.4668002426624298,0.2298564314842224,-0.02815467119216919,0.4639418423175812,0.1267533004283905,-0.056269124150276184,0.4551318883895874,0.04751813784241676,-0.06600624322891235,0.3984798491001129,0.4588940441608429,0.006920751184225082,0.3626532554626465,0.3179529309272766,-0.09381551295518875,0.41774076223373413,0.4404714107513428,-0.10463216155767441,0.45370063185691833,0.5398197770118713,-0.07694431394338608,0.3202172815799713,0.5385621786117554,-0.010810188949108124,0.3004226088523865,0.4283628761768341,-0.10406437516212463,0.36093199253082275,0.5040119290351868,-0.10827755928039551,0.40462857484817505,0.5790711045265198,-0.08708373457193375,R
